"","species","genus","family","other","ncbi","custom","rank"
"3261","Raiamas guttatus","Raiamas","Danionidae",NA,1,NA,"species"
"3262","Salmostoma bacalia","Salmostoma","Danionidae",NA,1,NA,"species"
"3263","Psilorhynchus homaloptera","Psilorhynchus","Psilorhynchidae",NA,2,NA,"species"
"3264","Psilorhynchus pseudecheneis","Psilorhynchus","Psilorhynchidae",NA,1,NA,"species"
"3265",NA,"Gyrinocheilus","Gyrinocheilidae",NA,1,NA,"genus"
"3266",NA,"Sabanejewia","Cobitidae",NA,1,NA,"genus"
"3267",NA,"Syncrossus","Botiidae",NA,1,NA,"genus"
"3268","Gastromyzon zebrinus","Gastromyzon","Gastromyzontidae",NA,1,NA,"species"
"3269","Oxynoemacheilus angorae","Oxynoemacheilus","Nemacheilidae",NA,1,NA,"species"
"3270","Macrochirichthys macrochirus","Macrochirichthys","Xenocyprididae",NA,1,NA,"species"
"3271","Danio dangila","Danio","Danionidae",NA,1,NA,"species"
"3272","Capoeta aculeata","Capoeta","Cyprinidae",NA,1,NA,"species"
"3273","Barboides gracilis","Barboides","Cyprinidae",NA,1,NA,"species"
"3274",NA,"Acrossocheilus","Cyprinidae",NA,3,NA,"genus"
"3275","Balantiocheilos melanopterus","Balantiocheilos","Cyprinidae",NA,1,NA,"species"
"3276","Sahyadria denisonii","Sahyadria","Cyprinidae",NA,1,NA,"species"
"3277","Hampala dispar","Hampala","Cyprinidae",NA,1,NA,"species"
"3278","Barbodes semifasciolatus","Barbodes","Cyprinidae",NA,2,NA,"species"
"3279","Puntioplites proctozystron","Puntioplites","Cyprinidae",NA,1,NA,"species"
"3280","Puntioplites falcifer","Puntioplites","Cyprinidae",NA,1,NA,"species"
"3281","Puntioplites waandersi","Puntioplites","Cyprinidae",NA,1,NA,"species"
"3282","Cyclocheilichthys apogon","Cyclocheilichthys","Cyprinidae",NA,1,NA,"species"
"3283","Acrossocheilus parallens","Acrossocheilus","Cyprinidae",NA,1,NA,"species"
"3284",NA,"Neolissochilus","Cyprinidae",NA,1,NA,"genus"
"3285","Cyprinion semiplotum","Cyprinion","Cyprinidae",NA,1,NA,"species"
"3286","Albulichthys albuloides","Albulichthys","Cyprinidae",NA,1,NA,"species"
"3287","Coreoleuciscus splendidus","Coreoleuciscus","Gobionidae",NA,1,NA,"species"
"3288","Romanogobio ciscaucasicus","Romanogobio","Gobionidae",NA,1,NA,"species"
"3289","Osteobrama cotio","Osteobrama","Cyprinidae",NA,2,NA,"species"
"3290","Osteobrama cunma","Osteobrama","Cyprinidae",NA,1,NA,"species"
"3291","Osteobrama feae","Osteobrama","Cyprinidae",NA,1,NA,"species"
"3292","Scardinius erythrophthalmus","Scardinius","Leuciscidae",NA,1,NA,"species"
"3293","Acanthobrama persidis","Acanthobrama","Leuciscidae",NA,1,NA,"species"
"3294","Aspiolucius esocinus","Aspiolucius","Leuciscidae",NA,1,NA,"species"
"3295","Tampichthys ipni","Tampichthys","Leuciscidae",NA,1,NA,"species"
"3296","Algansea lacustris","Algansea","Leuciscidae",NA,1,NA,"species"
"3297","Yuriria alta","Yuriria","Leuciscidae",NA,1,NA,"species"
"3298","Pimephales promelas","Pimephales","Leuciscidae",NA,2,NA,"species"
"3299","Alburnus mossulensis","Alburnus","Leuciscidae",NA,1,NA,"species"
"3300","Opsaridium ubangiense","Opsaridium","Danionidae",NA,1,NA,"species"
"3301","Rasbora daniconius","Rasbora","Danionidae",NA,1,NA,"species"
"3302","Leptobarbus hoevenii","Leptobarbus","Leptobarbidae",NA,1,NA,"species"
"3303","Psilorhynchus sucatio","Psilorhynchus","Psilorhynchidae",NA,1,NA,"species"
"3304","Canthophrys gongota","Canthophrys","Cobitidae",NA,1,NA,"species"
"3305","Misgurnus anguillicaudatus","Misgurnus","Cobitidae",NA,10,NA,"species"
"3306",NA,"Sewellia","Gastromyzontidae",NA,1,NA,"genus"
"3307","Sewellia albisuera","Sewellia","Gastromyzontidae",NA,1,NA,"species"
"3308","Gastromyzon scitulus","Gastromyzon","Gastromyzontidae",NA,1,NA,"species"
"3309","Oreonectes platycephalus","Oreonectes","Nemacheilidae",NA,1,NA,"species"
"3310","Schistura kaysonei","Schistura","Nemacheilidae",NA,1,NA,"species"
"3311","Sinogastromyzon puliensis","Sinogastromyzon","Balitoridae",NA,1,NA,"species"
"3312","Erromyzon sinensis","Erromyzon","Gastromyzontidae",NA,2,NA,"species"
"3313","Lefua nikkonis","Lefua","Nemacheilidae",NA,1,NA,"species"
"3314","Traccatichthys taeniatus","Traccatichthys","Nemacheilidae",NA,2,NA,"species"
"3315","Nemacheilus platiceps","Nemacheilus","Nemacheilidae",NA,1,NA,"species"
"3316",NA,NA,"Nemacheilidae",NA,6,NA,"family"
"3317","Aborichthys elongatus","Aborichthys","Nemacheilidae",NA,1,NA,"species"
"3318","Nemachilichthys rueppelli","Nemachilichthys","Nemacheilidae",NA,1,NA,"species"
"3319",NA,"Schistura","Nemacheilidae",NA,1,NA,"genus"
"3320","Schistura notostigma","Schistura","Nemacheilidae",NA,1,NA,"species"
"3321","Sikukia gudgeri","Sikukia","Cyprinidae",NA,1,NA,"species"
"3322","Chagunius baileyi","Chagunius","Cyprinidae",NA,1,NA,"species"
"3323","Poropuntius scapanognathus","Poropuntius","Cyprinidae",NA,1,NA,"species"
"3324","Hypselobarbus jerdoni","Hypselobarbus","Cyprinidae",NA,1,NA,"species"
"3325","Neolissochilus soroides","Neolissochilus","Cyprinidae",NA,1,NA,"species"
"3326","Barbus sp. CToL 033","Barbus","Cyprinidae",NA,1,NA,"species"
"3327","Pethia cumingii","Pethia","Cyprinidae",NA,1,NA,"species"
"3328","Barbonymus schwanefeldii","Barbonymus","Cyprinidae",NA,2,NA,"species"
"3329","Barbodes lateristriga","Barbodes","Cyprinidae",NA,1,NA,"species"
"3330","Barbichthys laevis","Barbichthys","Cyprinidae",NA,1,NA,"species"
"3331",NA,"Poropuntius","Cyprinidae",NA,1,NA,"genus"
"3332","Discherodontus ashmeadi","Discherodontus","Cyprinidae",NA,1,NA,"species"
"3333","Barbus ciscaucasicus","Barbus","Cyprinidae",NA,1,NA,"species"
"3334","Labeobarbus sp. Lucien","Labeobarbus","Cyprinidae",NA,1,NA,"species"
"3335","Labeobarbus sp. Kongou","Labeobarbus","Cyprinidae",NA,1,NA,"species"
"3336","Discherodontus schroederi","Discherodontus","Cyprinidae",NA,1,NA,"species"
"3337","Tor putitora","Tor","Cyprinidae",NA,1,NA,"species"
"3338","Labeo angra","Labeo","Cyprinidae",NA,1,NA,"species"
"3339","Osteochilus nashii","Osteochilus","Cyprinidae",NA,1,NA,"species"
"3340","Labiobarbus ocellatus","Labiobarbus","Cyprinidae",NA,1,NA,"species"
"3341","Sarcocheilichthys parvus","Sarcocheilichthys","Gobionidae",NA,2,NA,"species"
"3342","Toxabramis swinhonis","Toxabramis","Xenocyprididae",NA,1,NA,"species"
"3343","Cabdio morar","Cabdio","Danionidae",NA,1,NA,"species"
"3344","Pangio oblonga","Pangio","Cobitidae",NA,1,NA,"species"
"3345","Kichulchoia multifasciata","Kichulchoia","Cobitidae",NA,1,NA,"species"
"3346","Koreocobitis rotundicaudata","Koreocobitis","Cobitidae",NA,1,NA,"species"
"3347","Pangio cuneovirgata","Pangio","Cobitidae",NA,1,NA,"species"
"3348","Lepidocephalichthys micropogon","Lepidocephalichthys","Cobitidae",NA,1,NA,"species"
"3349","Lepidocephalus macrochir","Lepidocephalus","Cobitidae",NA,1,NA,"species"
"3350","Kottelatlimia pristes","Kottelatlimia","Cobitidae",NA,1,NA,"species"
"3351","Cobitis biwae","Cobitis","Cobitidae",NA,1,NA,"species"
"3352","Pangio cf. anguillaris CBM ZF 11605","Pangio","Cobitidae",NA,1,NA,"species"
"3353","Pangio kuhlii","Pangio","Cobitidae",NA,1,NA,"species"
"3354","Yasuhikotakia morleti","Yasuhikotakia","Botiidae",NA,1,NA,"species"
"3355",NA,"Ambastaia","Botiidae",NA,1,NA,"genus"
"3356",NA,"Botia","Botiidae",NA,2,NA,"genus"
"3357","Leptobotia pellegrini","Leptobotia","Botiidae",NA,1,NA,"species"
"3358","Onychostoma meridionale","Onychostoma","Cyprinidae",NA,1,NA,"species"
"3359","Scaphiodonichthys burmanicus","Scaphiodonichthys","Cyprinidae",NA,1,NA,"species"
"3360","Folifer brevifilis","Folifer","Cyprinidae",NA,2,NA,"species"
"3361","Labeo catla","Labeo","Cyprinidae",NA,2,NA,"species"
"3362","Incisilabeo behri","Incisilabeo","Cyprinidae",NA,1,NA,"species"
"3363","Cirrhinus microlepis","Cirrhinus","Cyprinidae",NA,1,NA,"species"
"3364","Labeo cyclorhynchus","Labeo","Cyprinidae",NA,1,NA,"species"
"3365",NA,NA,"Gobionidae",NA,7,NA,"family"
"3366","Gnathopogon strigatus","Gnathopogon","Gobionidae",NA,1,NA,"species"
"3367","Rohtee ogilbii","Rohtee","Cyprinidae",NA,1,NA,"species"
"3368","Phoxinus keumkang","Phoxinus","Leuciscidae",NA,2,NA,"species"
"3369","Thynnichthys thynnoides","Thynnichthys","Cyprinidae",NA,1,NA,"species"
"3370","Oreichthys cosuatis","Oreichthys","Cyprinidae",NA,1,NA,"species"
"3371","Eirmotus octozona","Eirmotus","Cyprinidae",NA,1,NA,"species"
"3372","Puntigrus partipentazona","Puntigrus","Cyprinidae",NA,1,NA,"species"
"3373","Puntius eugrammus","Puntius","Cyprinidae",NA,1,NA,"species"
"3374","Cosmochilus harmandi","Cosmochilus","Cyprinidae",NA,1,NA,"species"
"3375","Cyclocheilichthys enoplos","Cyclocheilichthys","Cyprinidae",NA,1,NA,"species"
"3376",NA,"Tor","Cyprinidae",NA,2,NA,"genus"
"3377","Chagunius chagunio","Chagunius","Cyprinidae",NA,1,NA,"species"
"3378","Dawkinsia tambraparniei","Dawkinsia","Cyprinidae",NA,1,NA,"species"
"3379","Scaphognathops bandanensis","Scaphognathops","Cyprinidae",NA,1,NA,"species"
"3380","Spinibarbus caldwelli","Spinibarbus","Cyprinidae",NA,2,NA,"species"
"3381","Enteromius fasciolatus","Enteromius","Cyprinidae",NA,1,NA,"species"
"3382","Enteromius camptacanthus","Enteromius","Cyprinidae",NA,1,NA,"species"
"3383","Enteromius eburneensis","Enteromius","Cyprinidae",NA,1,NA,"species"
"3384","Cyclocheilichthys heteronema","Cyclocheilichthys","Cyprinidae",NA,1,NA,"species"
"3385","Barbodes aurotaeniatus","Barbodes","Cyprinidae",NA,1,NA,"species"
"3386","Hypsibarbus salweenensis","Hypsibarbus","Cyprinidae",NA,1,NA,"species"
"3387","Hypsibarbus vernayi","Hypsibarbus","Cyprinidae",NA,1,NA,"species"
"3388","Osteochilus melanopleurus","Osteochilus","Cyprinidae",NA,1,NA,"species"
"3389","Henicorhynchus lineatus","Henicorhynchus","Cyprinidae",NA,1,NA,"species"
"3390","Henicorhynchus siamensis","Henicorhynchus","Cyprinidae",NA,1,NA,"species"
"3391","Crossocheilus reticulatus","Crossocheilus","Cyprinidae",NA,1,NA,"species"
"3392","Osteochilus schlegelii","Osteochilus","Cyprinidae",NA,1,NA,"species"
"3393","Cirrhinus molitorella","Cirrhinus","Cyprinidae",NA,1,NA,"species"
"3394","Osteochilus pentalineatus","Osteochilus","Cyprinidae",NA,1,NA,"species"
"3395","Squalidus wolterstorffi","Squalidus","Gobionidae",NA,1,NA,"species"
"3396","Microphysogobio longidorsalis","Microphysogobio","Gobionidae",NA,1,NA,"species"
"3397",NA,"Metzia","Xenocyprididae",NA,1,NA,"genus"
"3398",NA,"Aphyocypris","Xenocyprididae",NA,1,NA,"genus"
"3399","Tanichthys albonubes","Tanichthys","Tanichthyidae",NA,1,NA,"species"
"3400","Aphyocypris arcus","Aphyocypris","Xenocyprididae",NA,1,NA,"species"
"3401","Luciosoma bleekeri","Luciosoma","Danionidae",NA,1,NA,"species"
"3402","Horadandia atukorali","Horadandia","Danionidae",NA,1,NA,"species"
"3403","Sundadanio axelrodi","Sundadanio","Sundadanionidae",NA,2,NA,"species"
"3404","Microdevario nana","Microdevario","Danionidae",NA,1,NA,"species"
"3405","Danio margaritatus","Danio","Danionidae",NA,2,NA,"species"
"3406","Acanthocobitis sp. Puma Loach","Acanthocobitis","Nemacheilidae",NA,1,NA,"species"
"3407","Mesonoemacheilus triangularis","Mesonoemacheilus","Nemacheilidae",NA,1,NA,"species"
"3408","Enteromius jae","Enteromius","Cyprinidae",NA,1,NA,"species"
"3409","Clypeobarbus pleuropholis","Clypeobarbus","Cyprinidae",NA,1,NA,"species"
"3410","Thynnichthys polylepis","Thynnichthys","Cyprinidae",NA,1,NA,"species"
"3411",NA,"Garra","Cyprinidae",NA,2,NA,"genus"
"3412","Hemibarbus mylodon","Hemibarbus","Gobionidae",NA,1,NA,"species"
"3413","Squalius lepidus","Squalius","Leuciscidae",NA,1,NA,"species"
"3414","Microrasbora erythromicron","Microrasbora","Danionidae",NA,1,NA,"species"
"3415","Boraras maculatus","Boraras","Danionidae",NA,1,NA,"species"
"3416","Trigonostigma heteromorpha","Trigonostigma","Danionidae",NA,1,NA,"species"
"3417","Luciosoma setigerum","Luciosoma","Danionidae",NA,1,NA,"species"
"3418","Devario devario","Devario","Danionidae",NA,1,NA,"species"
"3419","Microrasbora rubescens","Microrasbora","Danionidae",NA,1,NA,"species"
"3420","Tanichthys micagemmae","Tanichthys","Tanichthyidae",NA,1,NA,"species"
"3421","Leptocypris sp. CBM ZF 11419","Leptocypris","Danionidae",NA,1,NA,"species"
"3422","Rasbora cephalotaenia","Rasbora","Danionidae",NA,1,NA,"species"
"3423","Rasboroides vaterifloris","Rasboroides","Danionidae",NA,1,NA,"species"
"3424","Barilius bendelisis","Barilius","Danionidae",NA,1,NA,"species"
"3425","Psilorhynchus balitora","Psilorhynchus","Psilorhynchidae",NA,1,NA,"species"
"3426","Sinibotia robusta","Sinibotia","Botiidae",NA,1,NA,"species"
"3427","Homaloptera parclitella","Homaloptera","Balitoridae",NA,1,NA,"species"
"3428","Homaloptera ogilviei","Homaloptera","Balitoridae",NA,1,NA,"species"
"3429","Vanmanenia hainanensis","Vanmanenia","Gastromyzontidae",NA,3,NA,"species"
"3430","Petruichthys brevis","Petruichthys","Nemacheilidae",NA,1,NA,"species"
"3431","Schistura pridii","Schistura","Nemacheilidae",NA,1,NA,"species"
"3432","Nemacheilus masyai","Nemacheilus","Nemacheilidae",NA,1,NA,"species"
"3433","Schistura corica","Schistura","Nemacheilidae",NA,1,NA,"species"
"3434","Tuberoschistura baenzigeri","Tuberoschistura","Nemacheilidae",NA,1,NA,"species"
"3435","Ellopostoma mystax","Ellopostoma","Ellopostomatidae",NA,1,NA,"species"
"3436","Puntius titteya","Puntius","Cyprinidae",NA,1,NA,"species"
"3437","Trigonostigma espei","Trigonostigma","Danionidae",NA,1,NA,"species"
"3438","Leptoderma macrophthalmum","Leptoderma","Alepocephalidae",NA,1,NA,"species"
"3439","Euphlyctis hexadactylus","Euphlyctis","Dicroglossidae",NA,1,NA,"species"
"3440","Anchoviella sp. LBP 2297","Anchoviella","Engraulidae",NA,1,NA,"species"
"3441","Coilia lindmani","Coilia","Engraulidae",NA,1,NA,"species"
"3442","Coilia reynaldi","Coilia","Engraulidae",NA,1,NA,"species"
"3443","Cromeria nilotica","Cromeria","Kneriidae",NA,1,NA,"species"
"3444","Encrasicholina punctifer","Encrasicholina","Engraulidae",NA,1,NA,"species"
"3445","Lycothrissa crocodilus","Lycothrissa","Engraulidae",NA,1,NA,"species"
"3446","Lycengraulis grossidens","Lycengraulis","Engraulidae",NA,1,NA,"species"
"3447","Setipinna melanochir","Setipinna","Engraulidae",NA,1,NA,"species"
"3448","Stolephorus chinensis","Stolephorus","Engraulidae",NA,1,NA,"species"
"3449","Stolephorus waitei","Stolephorus","Engraulidae",NA,2,NA,"species"
"3450","Boulengeromyrus knoepffleri","Boulengeromyrus","Mormyridae",NA,1,NA,"species"
"3451","Brienomyrus brachyistius","Brienomyrus","Mormyridae",NA,1,NA,"species"
"3452","Brachyhypopomus occidentalis","Brachyhypopomus","Hypopomidae",NA,2,NA,"species"
"3453","Campylomormyrus numenius","Campylomormyrus","Mormyridae",NA,1,NA,"species"
"3454","Hyperopisus bebe","Hyperopisus","Mormyridae",NA,1,NA,"species"
"3455","Isichthys henryi","Isichthys","Mormyridae",NA,1,NA,"species"
"3456","Ivindomyrus marchei","Ivindomyrus","Mormyridae",NA,1,NA,"species"
"3457","Marcusenius senegalensis","Marcusenius","Mormyridae",NA,1,NA,"species"
"3458","Mormyrops anguilloides","Mormyrops","Mormyridae",NA,1,NA,"species"
"3459","Mormyrus rume","Mormyrus","Mormyridae",NA,1,NA,"species"
"3460","Paramormyrops sp. MAG","Paramormyrops","Mormyridae",NA,2,NA,"species"
"3461","Pollimyrus adspersus","Pollimyrus","Mormyridae",NA,1,NA,"species"
"3462","Stomatorhinus cf. ater CU 6164","Stomatorhinus","Mormyridae",NA,1,NA,"species"
"3463","Clupeichthys aesarnensis","Clupeichthys","Clupeidae",NA,1,NA,"species"
"3464","Clupeichthys perakensis","Clupeichthys","Clupeidae",NA,1,NA,"species"
"3465","Clupeoides borneensis","Clupeoides","Clupeidae",NA,1,NA,"species"
"3466","Clupeoides sp. Chao Phraya","Clupeoides","Clupeidae",NA,1,NA,"species"
"3467","Ehirava fluviatilis","Ehirava","Clupeidae",NA,1,NA,"species"
"3468","Clupeichthys goniognathus","Clupeichthys","Clupeidae",NA,1,NA,"species"
"3469","Sundasalanx praecox","Sundasalanx","Clupeidae",NA,1,NA,"species"
"3470","Sundasalanx sp. Chao Phraya","Sundasalanx","Clupeidae",NA,1,NA,"species"
"3471","Harengula jaguana","Harengula","Clupeidae",NA,1,NA,"species"
"3472","Hyperlophus vittatus","Hyperlophus","Clupeidae",NA,1,NA,"species"
"3473","Potamalosa richmondia","Potamalosa","Clupeidae",NA,1,NA,"species"
"3474","Odaxothrissa losera","Odaxothrissa","Clupeidae",NA,1,NA,"species"
"3475","Microthrissa royauxi","Microthrissa","Clupeidae",NA,2,NA,"species"
"3476","Potamothrissa acutirostris","Potamothrissa","Clupeidae",NA,1,NA,"species"
"3477","Microthrissa congica","Microthrissa","Clupeidae",NA,2,NA,"species"
"3478","Potamothrissa obtusirostris","Potamothrissa","Clupeidae",NA,2,NA,"species"
"3479","Tenualosa toli","Tenualosa","Clupeidae",NA,1,NA,"species"
"3480","Escualosa thoracata","Escualosa","Clupeidae",NA,1,NA,"species"
"3481","Ethmidium maculatum","Ethmidium","Clupeidae",NA,1,NA,"species"
"3482","Gudusia chapra","Gudusia","Clupeidae",NA,1,NA,"species"
"3483","Tenualosa thibaudeaui","Tenualosa","Clupeidae",NA,1,NA,"species"
"3484","Gilchristella aestuaria","Gilchristella","Clupeidae",NA,2,NA,"species"
"3485",NA,"Sprattus","Clupeidae",NA,1,NA,"genus"
"3486","Pellona ditchela","Pellona","Pristigasteridae",NA,1,NA,"species"
"3487","Tenualosa ilisha","Tenualosa","Clupeidae",NA,1,NA,"species"
"3488","Konosirus punctatus","Konosirus","Clupeidae",NA,1,NA,"species"
"3489","Hilsa kelee","Hilsa","Clupeidae",NA,1,NA,"species"
"3490","Anodontostoma chacunda","Anodontostoma","Clupeidae",NA,1,NA,"species"
"3491","Protanguilla palau","Protanguilla","Protanguillidae",NA,1,NA,"species"
"3492","Colomesus asellus","Colomesus","Tetraodontidae",NA,1,NA,"species"
"3493","Colomesus psittacus","Colomesus","Tetraodontidae",NA,1,NA,"species"
"3494","Canthigaster jactator","Canthigaster","Tetraodontidae",NA,1,NA,"species"
"3495","Canthigaster valentini","Canthigaster","Tetraodontidae",NA,1,NA,"species"
"3496","Polyspina piosae","Polyspina","Tetraodontidae",NA,1,NA,"species"
"3497","Sphoeroides parvus","Sphoeroides","Tetraodontidae",NA,1,NA,"species"
"3498",NA,"Sphoeroides","Tetraodontidae",NA,1,NA,"genus"
"3499","Auriglobus modestus","Auriglobus","Tetraodontidae",NA,1,NA,"species"
"3500","Carinotetraodon lorteti","Carinotetraodon","Tetraodontidae",NA,1,NA,"species"
"3501","Carinotetraodon salivator","Carinotetraodon","Tetraodontidae",NA,1,NA,"species"
"3502","Pao palembangensis","Pao","Tetraodontidae",NA,1,NA,"species"
"3503","Tetraodon biocellatus","Tetraodon","Tetraodontidae",NA,1,NA,"species"
"3504","Tetraodon miurus","Tetraodon","Tetraodontidae",NA,1,NA,"species"
"3505","Tetraodon mbu","Tetraodon","Tetraodontidae",NA,1,NA,"species"
"3506","Leiodon cutcutia","Leiodon","Tetraodontidae",NA,1,NA,"species"
"3507","Torquigener pleurogramma","Torquigener","Tetraodontidae",NA,1,NA,"species"
"3508","Torquigener hypselogeneion","Torquigener","Tetraodontidae",NA,1,NA,"species"
"3509","Chelonodontops pleurospilus","Chelonodontops","Tetraodontidae",NA,1,NA,"species"
"3510","Arothron hispidus","Arothron","Tetraodontidae",NA,2,NA,"species"
"3511","Arothron mappa","Arothron","Tetraodontidae",NA,1,NA,"species"
"3512","Lagocephalus sceleratus","Lagocephalus","Tetraodontidae",NA,1,NA,"species"
"3513","Lagocephalus lagocephalus","Lagocephalus","Tetraodontidae",NA,1,NA,"species"
"3514","Lagocephalus laevigatus","Lagocephalus","Tetraodontidae",NA,1,NA,"species"
"3515","Tetractenos glaber","Tetractenos","Tetraodontidae",NA,1,NA,"species"
"3516","Omegophora armilla","Omegophora","Tetraodontidae",NA,1,NA,"species"
"3517","Marilyna darwinii","Marilyna","Tetraodontidae",NA,1,NA,"species"
"3518","Pelagocephalus marki","Pelagocephalus","Tetraodontidae",NA,1,NA,"species"
"3519","Tylerius spinosissimus","Tylerius","Tetraodontidae",NA,2,NA,"species"
"3520","Electrophorus electricus","Electrophorus","Gymnotidae",NA,1,NA,"species"
"3521",NA,"Gymnotus","Gymnotidae",NA,1,NA,"genus"
"3522","Gymnorhamphichthys sp. NM-2010","Gymnorhamphichthys","Rhamphichthyidae",NA,1,NA,"species"
"3523","Acestrorhynchus sp. NM-2010","Acestrorhynchus","Acestrorhynchidae",NA,1,NA,"species"
"3524","Carnegiella strigata","Carnegiella","Gasteropelecidae",NA,1,NA,"species"
"3525","Chilodus punctatus","Chilodus","Chilodontidae",NA,1,NA,"species"
"3526",NA,"Citharinus","Citharinidae",NA,1,NA,"genus"
"3527","Crenuchus spilurus","Crenuchus","Crenuchidae",NA,1,NA,"species"
"3528","Ctenolucius hujeta","Ctenolucius","Ctenoluciidae",NA,1,NA,"species"
"3529","Curimatopsis evelynae","Curimatopsis","Curimatidae",NA,1,NA,"species"
"3530","Hydrolycus scomberoides","Hydrolycus","Characidae",NA,1,NA,"species"
"3531","Hepsetus odoe","Hepsetus","Hepsetidae",NA,1,NA,"species"
